22q11 deletion syndrome	musculoskeletal abnormalities|cardiovascular abnormalities|heart diseases|lymphatic diseases|congenital abnormalities|genetic diseases, inborn|parathyroid diseases
atopic eczema	skin diseases|genetic diseases, inborn|hypersensitivity
atrial fibrillation	heart diseases|pathologic processes
atrial flutter	heart diseases|pathologic processes
atrial premature complexes	heart diseases|pathologic processes
atrioventricular block	heart diseases|pathologic processes
atrioventricular nodal reentry tachycardia	heart diseases|pathologic processes
atrophic gastritis	gastrointestinal diseases
atrophic rhinitis	nose diseases|respiratory tract infections
atrophic vaginitis	female urogenital diseases
atrophy	pathological conditions, anatomical
attention deficit and disruptive behavior disorders	mental disorders diagnosed in childhood
attention deficit disorder with hyperactivity	mental disorders diagnosed in childhood
auditory diseases, central	ear diseases|central nervous system diseases
auditory perceptual disorders	ear diseases|central nervous system diseases|neurologic manifestations|signs and symptoms|delirium, dementia, amnestic, cognitive disorders
aura	central nervous system diseases
autistic disorder	mental disorders diagnosed in childhood
autoimmune disease	autoimmune diseases
autoimmune diseases	autoimmune diseases
autoimmune diseases of the nervous system	autoimmune diseases|autoimmune diseases of the nervous system
autoimmune hemolytic anemia	hematologic diseases|autoimmune diseases
autoimmune hepatitis	autoimmune diseases|liver diseases
autoimmune lymphoproliferative syndrome	autoimmune diseases|lymphatic diseases|genetic diseases, inborn|immunoproliferative disorders
autoimmune thyroiditis	autoimmune diseases|thyroid diseases
autolysis	pathologic processes
autonomic dysreflexia	autonomic nervous system diseases|trauma, nervous system|spinal cord injuries
autonomic nervous system diseases	autonomic nervous system diseases
av blocks	heart diseases|pathologic processes
avian leukosis	rna virus infections|tumor virus infections|neoplasms by histologic type|neoplasms, experimental
avian malaria	protozoan infections
avian sarcoma	neoplasms by histologic type|neoplasms, experimental|rna virus infections|tumor virus infections
avitaminosis	nutrition disorders
avulavirus infections	rna virus infections
azoospermia	genital diseases, male|female urogenital diseases
azotemia	urologic diseases|female urogenital diseases|pathologic processes
b16 melanoma	neoplasms by histologic type|neoplasms, experimental
babesiosis	parasitic diseases, animal|protozoan infections|bacterial infections|arbovirus infections
bacillaceae infections	bacterial infections
bacillary dysentery	bacterial infections|gastrointestinal diseases
back pain	neurologic manifestations|signs and symptoms
bacteremia	bacterial infections|infection|pathologic processes
bacterial conjunctivitis	bacterial infections|conjunctival diseases|infection|eye infections
bacterial infection	bacterial infections
bacterial infections	bacterial infections
bacterial meningitis	bacterial infections|central nervous system infections|central nervous system diseases
bacterial overgrowth syndrome	gastrointestinal diseases|metabolic diseases
bacterial pneumonia	bacterial infections|lung diseases|respiratory tract infections
bacterial vaginosis	bacterial infections|female urogenital diseases
bacteriuria	infection|urologic diseases|female urogenital diseases
bacteroidaceae infection	bacterial infections
bacteroidaceae infections	bacterial infections
bacteroides infections	bacterial infections
balanitis	genital diseases, male
balanitis xerotica obliterans	genital diseases, male
balantidiasis	intestinal diseases, parasitic|protozoan infections|gastrointestinal diseases
balkan nephropathy	urologic diseases|female urogenital diseases
bardet-biedl syndrome	congenital abnormalities|central nervous system diseases
barotrauma	barotrauma
barrett esophagus	digestive system abnormalities|gastrointestinal diseases
barth syndrome	congenital abnormalities|cardiovascular abnormalities|heart diseases|genetic diseases, inborn|metabolic diseases
bartonella infections	bacterial infections
bartonellaceae infections	bacterial infections
bartter syndrome	adrenal gland diseases|urologic diseases|female urogenital diseases|genetic diseases, inborn|metabolic diseases
basal cell nevus syndrome	congenital abnormalities|cysts|neoplasms by histologic type|neoplastic syndromes, hereditary|bone diseases|jaw diseases|genetic diseases, inborn
basal ganglia cerebrovascular disease	central nervous system diseases|vascular diseases
basal ganglia disease	central nervous system diseases
basal ganglia diseases	central nervous system diseases
basal ganglia hemorrhage	central nervous system diseases|vascular diseases|pathologic processes
batten disease	genetic diseases, inborn|neurodegenerative diseases|metabolic diseases
beckwith-wiedemann syndrome	congenital abnormalities|genetic diseases, inborn
bects	central nervous system diseases
behcet syndrome	mouth diseases|uveal diseases|vascular diseases|skin diseases
bell palsy	dna virus infections|mouth diseases|cranial nerve diseases
bends	barotrauma
benign mucous membrane pemphigoid	conjunctival diseases|skin diseases
benign prostatic hyperplasia	genital diseases, male
benign prostatic hypertrophy	genital diseases, male
beriberi	nutrition disorders
bernard-soulier syndrome	hematologic diseases|genetic diseases, inborn
berylliosis	lung diseases|pneumoconiosis|thoracic injuries
beta-mannosidosis	genetic diseases, inborn|metabolic diseases
beta-thalassemia	hematologic diseases|genetic diseases, inborn
bezoar	foreign bodies
bezoars	foreign bodies
bifidobacteriales infections	bacterial infections
bile duct disease	biliary tract diseases
bile duct diseases	biliary tract diseases
bile duct neoplasms	biliary tract diseases|neoplasms by site|digestive system neoplasms
bile reflux	biliary tract diseases|gastrointestinal diseases
biliary atresia	biliary tract diseases|digestive system abnormalities|congenital abnormalities
biliary cirrhosis	biliary tract diseases|liver diseases
biliary dyskinesia	biliary tract diseases
biliary fistula	digestive system fistula|pathological conditions, anatomical
biliary tract disease	biliary tract diseases
biliary tract diseases	biliary tract diseases
biliary tract neoplasms	biliary tract diseases|neoplasms by site|digestive system neoplasms
binge drinking	alcohol-related disorders|substance-related disorders
binge-eating disorder	eating disorders
biotinidase deficiency	genetic diseases, inborn|metabolic diseases
bipolar disorder	mood disorders
bird fancier's lung	lung diseases|respiratory hypersensitivity|hypersensitivity|bird fancier's lung
birnaviridae infections	rna virus infections
birt-hogg-dube syndrome	neoplastic syndromes, hereditary|genetic diseases, inborn
birth injuries	birth injuries|infant, newborn, diseases
birth weight	signs and symptoms
bisphosphonate-associated osteonecrosis of the jaw	bone diseases|jaw diseases|pathologic processes
bites, human	bites and stings
blackwater fever	protozoan infections
bladder cancer	female urogenital diseases|neoplasms by site|urologic diseases|urogenital neoplasms
bladder exstrophy	urogenital abnormalities|urologic diseases|female urogenital diseases|congenital abnormalities
bladder neck obstruction	female urogenital diseases|urologic diseases
bladder neoplasm	female urogenital diseases|neoplasms by site|urologic diseases|urogenital neoplasms
bladder outlet obstruction	female urogenital diseases|urologic diseases
bladder stones	pathological conditions, anatomical|female urogenital diseases|urologic diseases
bladder tumor	female urogenital diseases|neoplasms by site|urologic diseases|urogenital neoplasms
blast crisis	neoplasms by histologic type|neoplastic processes|hematologic diseases|pathologic processes
blast injuries	barotrauma
blastocystis infections	protozoan infections|intestinal diseases, parasitic|gastrointestinal diseases
blastomycosis	infection|mycoses|skin diseases
blebs	skin diseases|pathological conditions, anatomical
bleeding	pathologic processes
blepharitis	eyelid diseases
blepharophimosis	eye abnormalities|eyelid diseases|congenital abnormalities
blepharoptosis	eyelid diseases
blepharospasm	eyelid diseases
blind loop syndrome	gastrointestinal diseases|metabolic diseases
blindness	neurologic manifestations|vision disorders|signs and symptoms
blindness, cortical	neurologic manifestations|vision disorders|signs and symptoms
blister	skin diseases|pathological conditions, anatomical
blood coagulation disorder	hematologic diseases
blood coagulation disorders	hematologic diseases
blood coagulation disorders, inherited	hematologic diseases|genetic diseases, inborn
blood group incompatibility	blood group incompatibility|hematologic diseases
blood loss, surgical	pathologic processes
blood platelet disorders	hematologic diseases
blood protein disorders	hematologic diseases
bloom syndrome	congenital abnormalities|metabolic diseases
blue toe syndrome	vascular diseases
bluetongue	arbovirus infections|rna virus infections
body dysmorphic disorders	somatoform disorders
body temperature changes	signs and symptoms
body weight	signs and symptoms
body weight changes	signs and symptoms
bone anteversion	bone diseases|pathological conditions, anatomical
bone cancer	bone diseases|neoplasms by site
bone cysts	cysts|bone diseases
bone cysts, aneurysmal	cysts|bone diseases
bone demineralization, pathologic	bone diseases
bone diseases, developmental	bone diseases
bone diseases, endocrine	bone diseases|bone diseases, endocrine
bone diseases, infectious	bone diseases|infection
bone diseases, metabolic	bone diseases
bone malalignment	bone diseases
bone marrow diseases	hematologic diseases
bone marrow neoplasms	hematologic diseases|neoplasms by site
bone neoplasm	bone diseases|neoplasms by site
bone neoplasms	bone diseases|neoplasms by site
bone resorption	bone diseases
bone retroversion	bone diseases|pathological conditions, anatomical
border disease	rna virus infections
borderline personality disorder	personality disorders
bordetella infection	bacterial infections
bordetella infections	bacterial infections
borna disease	rna virus infections
borrelia infection	bacterial infections
borrelia infections	bacterial infections
botulism	bacterial infections|neuromuscular diseases|neurotoxicity syndromes|poisoning
boutonneuse fever	bacterial infections|arbovirus infections|protozoan infections
bovine leukemia	rna virus infections|immunologic deficiency syndromes|neoplasms by histologic type
bovine respiratory disease complex	respiratory tract infections
bovine spongiform encephalopathy	central nervous system infections|central nervous system diseases|neurodegenerative diseases
bovine trypanosomiasis	protozoan infections|parasitic diseases, animal
bovine tuberculosis	bacterial infections
bovine virus diarrhea-mucosal disease	rna virus infections
bowen's disease	neoplasms by histologic type
brachial plexus neuritis	neuromuscular diseases
brachial plexus neuropathies	neuromuscular diseases
brachydactyly	musculoskeletal abnormalities|congenital abnormalities
bradycardia	heart diseases|pathologic processes
