id	molecule_name	technology_id
5187	HDM AIT	8
5188	AMG 232	3
5189	Anti-LAG3	5
5190		3
5191	BLB-750	8
5192	cobimetinib	3
5193	bimagrumab	5
5194	lampalizumab	5
5195	balugrastim	4
5196	topiramate XR	3
5197	nabiximols	3
5198	quetiapine	3
5199	peginterferon beta-1a	4
5200	ocrelizumab	5
5201	transdermal lidocaine	3
5202	gabapentin enacarbil	3
5203	NP-1998	3
5204	capsaicin	3
5205		7
5206		7
5207	amrubicin	3
5208	nepafenac ophthalmic suspension	3
5209	AL-60371	3
5210	Soluble Ferric Pyrophosphate	3
5211	sucroferric oxyhydroxide	3
5212	sucroferric oxyhydroxide	3
5213	budesonide MMX	3
5214	semaglutide	2
5215		3
5216		3
5217		2
5218		3
5219		3
5220		3
5221	2890457	3
5222		2
5223	anti-CXCR5	5
5224		3
5225	PF-06273340	3
5226		5
5227		3
5228	RG7415	5
5229		3
5230	ASP8232	3
5231	DHODH inhibitor	3
5232	AZD3293	3
5233	cediranib	3
5234	Myostatin Adnectin	5
5235	AZD-7624	3
5236	2256294	3
5237	glycopyrronium bromide	3
5238	2126458	3
5239		3
5240		3
5241	RO-4602522	3
5242		3
5243	formoterol fumarate	3
5244		3
5245		3
5246	SEP-363856	3
5247	LY-3002813; N3pG-Abeta mAb	5
5248	LY-2886721	3
5249	MK-1602	3
5250	TV-1380	4
5251	metadoxine SR	3
5252	MG-01CI	3
5253	simtuzumab	5
5254	obeticholic acid	3
5255	obeticholic acid	3
5256	MEDI-2070	5
5257	Anti-IL21	5
5258	AMG 334	5
5259	BMN 111	4
5260	BMN 701	4
5261	amifampridine phosphate	3
5262	BMN 673	3
5263	BMN 190	4
5264	PEGylated recombinant phenylalanine ammonia lyase	4
5265	ALXN 1102/1103	4
5266	Asfotase Alfa	4
5267	cyclic pyranopterin monophosphate	3
5268	DS-7113	3
5269	BAY 1179470	5
5270	BI-811283	3
5271	BI-836858	5
5272	XmAb (1)	5
5273	XmAb (2)	5
5274	small molecule from Evotec	3
5275	DS-3078	3
5276	DS-3032	3
5277	nelipepimut-S	8
5278	leukocyte interleukin	10
5279	XMT-1107	3
5280	vemurafenib	3
5281	Pomalidomide	3
5282	ASP-3325	3
5283	KHK-7580	3
5284	KRP-203	3
5285	KRP-203	3
5286	POL7080	2
5287	VX15/2503	5
5288	RG7321	3
5289	MPDL3280A 	5
5290	alectinib	3
5291	URC102	3
5292	RG7745	5
5293	RG7795	3
5294	RG7863	3
5295	Nanobody therapy	5
5296	BI-113608	3
5297	BI-860585	3
5298	Maribavir	3
5299	VP 20621	11
5300	SHP622	3
5301	idarucizumab	5
5302	BI-409306	3
5303	BI-187004-CL	3
5304	BAY 85-8501	3
5305	amifampridine phosphate	3
5306	ALKS-5461	3
5307	Anti-PD-L1	5
5308	cyclin-dependent kinase 4/6 inhibitor	3
5309	naproxen + esomeprazole	3
5310	fentanyl - intranasal	3
5311	alectinib	3
5312	ADS-5102	3
5313	Epidiolex	3
5314	hydrocodone bitartrate	3
5315	OMS824	3
5316	anamorelin	3
5317	sustained-release somatropin	4
5318	anamorelin	3
5319	LGX818+MEK162	3
5320	romosozumab	5
5321	morphine + oxycodone	NULL
5322	oxycodone HCl/naloxone HCl	3
5323	NU100	4
5324	Beloranib	3
5325	GS-5885	3
5326	CSL362	5
5327	azilsartan medoxomil 	3
5328	KRN23	4
5329	C1 esterase inhibitor [human]	4
5330	eculizumab	5
5331	QPI-1002	7
5332	cardiotrophin-1	4
5333	basiliximab	5
5334	TOL101	5
5335	lymphocyte immune thyglobuline	5
5336	dapagliflozin / dapagliflozin + metformin	3
5337	MEDI-4736	5
5338	valbenazine	3
5339	memantine XR + donepezil	3
5340	ALN-TTR02	7
5341	ALN-TTRsc	7
5342	ALN-TTRsc	7
5343	ONO-4059	3
5344	KUX-1151 	3
5345	ITI-007	3
5346	JZP-110	3
5347	Prothrombin complex concentrate	4
5348	Prothrombin complex concentrate	4
5349	AG-221	3
5350	ferric citrate	3
5351	TAK-114	3
5352	vosaroxin	3
5353	BL-8040	2
5354	ofatumumab	5
5355	encenicline	3
5356	oxcarbazepine extended-release	3
5357	eltoprazine 	3
5358	NN1956	4
5359	metadoxine extended-release 	3
5360	otlertuzumab	5
5361	Anthrivig	5
5362	"Recombinant Protective Antigen Anthrax Vaccine, Purified)"	4
5363	Anthrax Vaccine Adsorbed with CPG 7909 Adjuvant	8
5364	Fully Human Anthrax Monoclonal Antibody	5
5365	bremelanotide	2
5366	flibanserin	3
5367	PBT2	3
5368	diclofenac	3
5369	indomethacin	3
5370		3
5371	GM604	6
5372	febuxostat	3
5373	ivabradine	3
5374		3
5375		3
5376		3
5377	GCS-100	3
5378	hydrocodone bitartrate	3
5379	nabiximols	3
5380	tesamorelin	4
5381	oxycodone HCl + acetaminophen	3
5382	Clonidine	NULL
5383	buprenorphine/naloxone buccal film	3
5384	fondaparinux	2
5385	tafluprost + timolol	3
5386	nadroparin	2
5387	vatiquinone 	3
5388	C1 esterase inhibitor [human]	4
5389	abaloparatide SC	4
5390	HDM-SLIT	8
5391	TO-203	8
5392	treprostinil	3
5394	"cysteamine bitartrate, delayed-release"	4
5395	PF-2545920	3
5396	buprenorphine HCL	3
5397	darbepoetin alpha	4
5398	RG7641	14
5399	RG7800	3
5400	RG7716	14
5401	RG7813	5
5402	cipargaminum	3
5403	osilodrostat	3
5404	luminespib	3
5405	LJM716	5
5406	HSC835	9
5407	ORY-1001	3
5408	NaP2b inhibitor	3
5409	TS-111	3
5410	TS-091	3
5411	AZD1775	3
5412	AZD6738	3
5413	MEDI-0680	5
5414		8
5415		8
5416		8
5417	AMG 595	5
5418	BAN2401	5
5419	E2609	3
5420	denosumab	5
5421	ORM-12741	3
5422	ORM-12741	3
5423	RG7841	5
5424	GDC0853	3
5425	LGK974	3
5426	LGH447	3
5427	JNJ-42756493	3
5428	Quisinostat	3
5429	BMS-986115	3
5430	PF-06342674	14
5431	PF-06260414	14
5432	CXCR4 peptide inhibitor	2
5433	TAK-659	3
5434	MLN7243	3
5435	PF-06263507	5
5436	PF-06463922	3
5437	PF-06647263	5
5438	SAR260301	3
5439	pimasertib + SAR405838	3
5440	SAR405838	3
5441	SCH-900353	3
5442	Votrient + pembrolizumab	5
5443	BAY 1163877	5
5444	BAY 1125976	3
5445	anti-Her3 mAb	5
5446	ApoA1 upregulating agent	3
5447	Votrient + pembrolizumab	5
5448	uprosertib + trametinib	3
5449	MEDI-4736 + tremelimumab	5
5450	Dance 501	4
5451	BAY 1143572	3
5452	AMP-224	5
5453	maribavir	3
5454	cabotegravir	3
5455	AMG 282	5
5456	Ferroportin Monoclonal Antibody	5
5457	TGF Alpha antibody	5
5458	tanezumab	5
5459	ABBV-399	5
5460	Anti-CD20/CD3 DVD-Ig 	5
5461	ABT-414	5
5462	ASP5878	3
5463	ASP8273	3
5464	DS-8273	5
5465	PLX8394	3
5466	EPZ-5687	3
5467	CBP/beta-catenin inhibitor 	3
5468	Prostaglandin E receptor 4 antagonist	NULL
5469	N3pG-amyloid beta monoclonal antibody	5
5470		NULL
5471	pomaglumetad methionil	NULL
5472	CSF-1R	5
5473	AMG 333	3
5474	AMG 581	3
5475	Selectikine	5
5476	Dual p70S6K/AKT inhibitor	3
5477	ONO-7268MX2	8
5478	TAS-114	3
5479	TAS-115	3
5480	OPB-111077	3
5481	OCV-C02	8
5482		3
5483	SGI-110	3
5484	AT13387	3
5485	AT7519	3
5486	AZD4901	3
5487	MEDI-8111	4
5488	AZD1419	3
5489	AZD4721	3
5490	AZD0914	3
5491	LC-10	5
5492	MEDI-9287	8
5493	AZD6423	3
5494	JNJ-54861911	3
5495	JNJ-42165279	3
5496	CNTO-6785	5
5497	EDP239	3
5498	IC-84	8
5499	EXE-844	3
5500	JNJ-56914845	3
5501	insulin glargine	4
5502		2
5503		3
5504	ALN-AT3	7
5505	CSL689 rVIIa-FP	4
5506	CSL 654 rIX-FP	4
5507	CSL627 rFVIII	4
5508	Anti-thrombin gamma	4
5509	1278863	3
5510	Hepcidin mAb	11
5511	Factor X	4
5512	DS-1093	3
5513	Romiplostim	10
5514	Peginesatide	4
5515	SHP602	3
5516	2696275	6
5517	thymosin beta-4	2
5518	TTP488	3
5519	AR-13324	3
5520	AR 13324 + latanoprost	3
5521	colchicine	3
5522	molindone	3
5523	GRT 6005	3
5524	conivaptan	3
5525		3
5526		3
5527	CO-1686	3
5528	ACE910/RG6013	4
5529	Netupitant - Palonosetron	3
5530	Netupitant - Palonosetron	3
5531	sumatriptan injectable	3
5532	sumatriptan + naproxen	3
5533	eravacycline	3
5534	Motolimod	3
5535	midostaurin	3
5536		3
5537	duvelisib	3
5538	cobimetinib	3
5539		7
5540	GS-5816	3
5541	inhaled insulin	4
5542	warfarin	3
